access, exit, bonus, terminated
AU5YO6KGZAW1PM0UDVCB, EZ1wayUQTBeNRXDH, 4.01, false
AUBWILR1QU6OEYP3AV0M, EnGARi8SFoharQt0, 2.875, false
AUKVJS508X7CIWHQPOAN, E6c0sKSzwg5tXBvn, 1.915, false
