"time","timeup","declaredEarnings","audited","deduction","prelimGain","roundIncome","correct","group","round","module","done","player","stage","stage","step","round","timestamp","session"
8171,"false",1350,"false",135,1350,1275,9,"G",2,"resultModule2","true","AUBWILR1QU6OEYP3AV0M","[object Object]","[object Object]","NA",2,1488022140426,"lgc0"
9783,"false",0,"false",0,1950,2010,13,"G",2,"resultModule2","true","AU5YO6KGZAW1PM0UDVCB","[object Object]","[object Object]","NA",2,1488022145231,"lgc0"
21637,"false",450,"false",45,900,915,6,"K",2,"resultModule2","true","AUKVJS508X7CIWHQPOAN","[object Object]","[object Object]","NA",2,1488022171956,"lgc0"
