"time","timeup","module","age","gender","politics","trust","done","player","stage","stage","step","round","timestamp","session"
20230,"false","dataResult",24,"F",2,"B","true","AUBWILR1QU6OEYP3AV0M","[object Object]","[object Object]","NA","NA",1488021972494,"lgc0"
32392,"false","dataResult",25,"F",0,"B","true","AU5YO6KGZAW1PM0UDVCB","[object Object]","[object Object]","NA","NA",1488021984817,"lgc0"
46635,"false","dataResult",22,"F",4,"B","true","AUKVJS508X7CIWHQPOAN","[object Object]","[object Object]","NA","NA",1488021998979,"lgc0"
