"time","timeup","module","diceNumber","numberEntered","done","player","stage","stage","step","round","timestamp","session"
15388,"false","dice",3,3,"true","AUT75PZO24SJFAQW8EHI","[object Object]","[object Object]","NA","NA",1506254446357,"lgc0"
15618,"false","dice",6,6,"true","AUMQ7KD62U5GVW9ZA381","[object Object]","[object Object]","NA","NA",1506254447207,"lgc0"
37307,"false","dice",5,5,"true","AUP2FX4V7WDBN690R58O","[object Object]","[object Object]","NA","NA",1506254468898,"lgc0"
44466,"false","dice",5,5,"true","AUPFEQ9B7DKMG45IR2Z6","[object Object]","[object Object]","NA","NA",1506254475805,"lgc0"
